Cycle Number,Heat Rate 1 [C/min],Ramp 1 Duration [min],Temperature Dwell 1 [min],Heat Rate 2 [C/min],Ramp 2 Duration [min],Temperature Dwell 2 [min],Vacuum Pressure (*Patm) [Pa],Vacuum Start Time [min],Vacuum Duration [min],Autoclave Pressure (*Patm) [Pa],Autoclave Start Time [min],Autoclave Duration [min],AD. Porosity (%),PR. Porosity (%),Eff. Porosity (%),Max (Fiber Volume Fraction) (%),Cure Cycle Total Time [min],AD. Volume [m^3],PR. Volume [m^3]
471,1,90,60,1,67,120,0.01,20,317,3,1,336,0,0,0,57.6386,337,2.47E-09,6.80E-11
472,1,90,60,1,67,120,0.01,20,317,3,20,317,0,0,0,57.6386,337,2.47E-09,6.79E-11
473,1,90,60,1,67,120,0.01,20,317,3,40,297,0,0,0,57.6386,337,2.47E-09,6.54E-11
474,1,90,60,1,67,120,0.01,20,317,3,60,277,0,0,0,57.6386,337,2.47E-09,5.53E-11
475,1,90,60,1,67,120,0.01,20,317,3,80,257,0,0,0,57.6386,337,2.47E-09,2.74E-11
476,1,90,60,1,67,120,0.01,20,317,4,1,336,0,0,0,58.5208,337,2.47E-09,9.63E-11
477,1,90,60,1,67,120,0.01,20,317,4,20,317,0,0,0,58.5208,337,2.47E-09,9.62E-11
478,1,90,60,1,67,120,0.01,20,317,4,40,297,0,0,0,58.5208,337,2.47E-09,9.33E-11
479,1,90,60,1,67,120,0.01,20,317,4,60,277,0,0,0,58.5208,337,2.47E-09,8.30E-11
480,1,90,60,1,67,120,0.01,20,317,4,80,257,0,18.93324751,0.504673289,58.5208,337,2.47E-09,5.49E-11
481,1,90,60,1,67,120,0.01,40,297,2,1,336,0,0,0,56.7566,337,2.47E-09,3.10E-11
482,1,90,60,1,67,120,0.01,40,297,2,20,317,0,0,0,56.7566,337,2.47E-09,3.08E-11
483,1,90,60,1,67,120,0.01,40,297,2,40,297,0,0,0,56.7566,337,2.47E-09,2.89E-11
484,1,90,60,1,67,120,0.01,40,297,2,60,277,0,0,0,56.7566,337,2.47E-09,1.12E-11
485,1,90,60,1,67,120,0.01,40,297,2,80,257,0,0,0,56.7566,337,2.47E-09,5.37E-12
486,1,90,60,1,67,120,0.01,40,297,3,1,336,0,0,0,57.6387,337,2.47E-09,5.78E-11
487,1,90,60,1,67,120,0.01,40,297,3,20,317,0,0,0,57.6387,337,2.47E-09,5.76E-11
488,1,90,60,1,67,120,0.01,40,297,3,40,297,0,0,0,57.6387,337,2.47E-09,5.51E-11
489,1,90,60,1,67,120,0.01,40,297,3,60,277,0,14.67509094,0.254010719,57.6387,337,2.47E-09,3.72E-11
490,1,90,60,1,67,120,0.01,40,297,3,80,257,0,0,0,57.6387,337,2.47E-09,5.37E-12
491,1,90,60,1,67,120,0.01,40,297,4,1,336,0,0,0,58.5208,337,2.47E-09,8.57E-11
492,1,90,60,1,67,120,0.01,40,297,4,20,317,0,0,0,58.5208,337,2.47E-09,8.54E-11
493,1,90,60,1,67,120,0.01,40,297,4,40,297,0,0,0,58.5208,337,2.47E-09,8.29E-11
494,1,90,60,1,67,120,0.01,40,297,4,60,277,0,0,0,58.5208,337,2.47E-09,6.44E-11
495,1,90,60,1,67,120,0.01,40,297,4,80,257,0,21.26224877,0.267755804,58.5208,337,2.47E-09,2.48E-11
496,1,90,60,1,67,120,0.01,60,277,2,1,336,0,0,0,56.7567,337,2.47E-09,2.41E-11
497,1,90,60,1,67,120,0.01,60,277,2,20,317,0,0,0,56.7567,337,2.47E-09,2.40E-11
498,1,90,60,1,67,120,0.01,60,277,2,40,297,0,0,0,56.7567,337,2.47E-09,2.35E-11
499,1,90,60,1,67,120,0.01,60,277,2,60,277,0,0,0,56.7567,337,2.47E-09,1.30E-11
500,1,90,60,1,67,120,0.01,60,277,2,80,257,0,0,0,56.7567,337,2.47E-09,2.53E-14
501,1,90,60,1,67,120,0.01,60,277,3,1,336,0,0,0,57.6388,337,2.47E-09,5.10E-11
502,1,90,60,1,67,120,0.01,60,277,3,20,317,0,0,0,57.6388,337,2.47E-09,5.10E-11
503,1,90,60,1,67,120,0.01,60,277,3,40,297,0,0,0,57.6388,337,2.47E-09,5.05E-11
504,1,90,60,1,67,120,0.01,60,277,3,60,277,0,0,0,57.6388,337,2.47E-09,3.59E-11
505,1,90,60,1,67,120,0.01,60,277,3,80,257,0,0,0,57.6388,337,2.47E-09,2.53E-14
506,1,90,60,1,67,120,0.01,60,277,4,1,336,0,0,0,58.521,337,2.47E-09,7.89E-11
507,1,90,60,1,67,120,0.01,60,277,4,20,317,0,0,0,58.521,337,2.47E-09,7.89E-11
508,1,90,60,1,67,120,0.01,60,277,4,40,297,0,0,0,58.521,337,2.47E-09,7.83E-11
509,1,90,60,1,67,120,0.01,60,277,4,60,277,0,0,0,58.521,337,2.47E-09,6.12E-11
510,1,90,60,1,67,120,0.01,60,277,4,80,257,0,0,0,58.521,337,2.47E-09,2.53E-14
511,1,90,60,1,67,120,0.01,80,257,2,1,336,0,0,0,56.7569,337,2.47E-09,2.41E-11
512,1,90,60,1,67,120,0.01,80,257,2,20,317,0,0,0,56.7569,337,2.47E-09,2.40E-11
513,1,90,60,1,67,120,0.01,80,257,2,40,297,0,0,0,56.7569,337,2.47E-09,2.35E-11
514,1,90,60,1,67,120,0.01,80,257,2,60,277,0,0,0,56.7569,337,2.47E-09,2.12E-11
515,1,90,60,1,67,120,0.01,80,257,2,80,257,0,0,0,56.7569,337,2.47E-09,2.53E-14
516,1,90,60,1,67,120,0.01,80,257,3,1,336,0,0,0,57.639,337,2.47E-09,5.10E-11
517,1,90,60,1,67,120,0.01,80,257,3,20,317,0,0,0,57.639,337,2.47E-09,5.10E-11
518,1,90,60,1,67,120,0.01,80,257,3,40,297,0,0,0,57.639,337,2.47E-09,5.05E-11
519,1,90,60,1,67,120,0.01,80,257,3,60,277,0,0,0,57.639,337,2.47E-09,4.81E-11
520,1,90,60,1,67,120,0.01,80,257,3,80,257,0,0,0,57.639,337,2.47E-09,1.44E-11
521,1,90,60,1,67,120,0.01,80,257,4,1,336,0,0,0,58.5211,337,2.47E-09,7.89E-11
522,1,90,60,1,67,120,0.01,80,257,4,20,317,0,0,0,58.5211,337,2.47E-09,7.89E-11
523,1,90,60,1,67,120,0.01,80,257,4,40,297,0,0,0,58.5211,337,2.47E-09,7.83E-11
524,1,90,60,1,67,120,0.01,80,257,4,60,277,0,7.071669391,0.225779201,58.5211,337,2.47E-09,7.58E-11
525,1,90,60,1,67,120,0.01,80,257,4,80,257,0,13.27890348,0.229965282,58.5211,337,2.47E-09,3.78E-11
526,1,90,60,1,67,120,0.05,1,336,2,1,336,0,0,0,56.7208,337,2.47E-09,4.63E-11
527,1,90,60,1,67,120,0.05,1,336,2,20,317,0,0,0,56.7208,337,2.47E-09,4.62E-11
528,1,90,60,1,67,120,0.05,1,336,2,40,297,0,10.02603989,0.199549528,56.7208,337,2.47E-09,4.52E-11
529,1,90,60,1,67,120,0.05,1,336,2,60,277,0,10.78715352,0.195471833,56.7208,337,2.47E-09,4.07E-11
530,1,90,60,1,67,120,0.05,1,336,2,80,257,0,4.084347792,0.047968861,56.7208,337,2.47E-09,2.82E-11
531,1,90,60,1,67,120,0.05,1,336,3,1,336,0,54.31612392,3.335581622,57.603,337,2.47E-09,7.39E-11
532,1,90,60,1,67,120,0.05,1,336,3,20,317,0,29.91859834,1.220240802,57.603,337,2.47E-09,7.37E-11
533,1,90,60,1,67,120,0.05,1,336,3,40,297,0,0,0,57.603,337,2.47E-09,7.24E-11
534,1,90,60,1,67,120,0.05,1,336,3,60,277,0,27.00963034,0.977416951,57.603,337,2.47E-09,6.78E-11
535,1,90,60,1,67,120,0.05,1,336,3,80,257,0,2.127675612,0.047485529,57.603,337,2.47E-09,5.53E-11
536,1,90,60,1,67,120,0.05,1,336,4,1,336,0,57.47770212,5.105855904,58.4851,337,2.47E-09,1.03E-10
537,1,90,60,1,67,120,0.05,1,336,4,20,317,0,46.60685388,3.34903411,58.4851,337,2.47E-09,1.02E-10
538,1,90,60,1,67,120,0.05,1,336,4,40,297,0,1.844296606,0.073376104,58.4851,337,2.47E-09,1.01E-10
539,1,90,60,1,67,120,0.05,1,336,4,60,277,0,15.31650511,0.66985946,58.4851,337,2.47E-09,9.58E-11
540,1,90,60,1,67,120,0.05,1,336,4,80,257,0,9.835893269,0.353645066,58.4851,337,2.47E-09,8.32E-11
541,1,90,60,1,67,120,0.05,20,317,2,1,336,0,5.650887128,0.100367318,56.7208,337,2.47E-09,4.22E-11
542,1,90,60,1,67,120,0.05,20,317,2,20,317,0,0,0,56.7208,337,2.47E-09,4.22E-11
543,1,90,60,1,67,120,0.05,20,317,2,40,297,0,0,0,56.7208,337,2.47E-09,4.09E-11
544,1,90,60,1,67,120,0.05,20,317,2,60,277,0,12.18574344,0.193143548,56.7208,337,2.47E-09,3.50E-11
545,1,90,60,1,67,120,0.05,20,317,2,80,257,0,20.28427805,0.20453192,56.7208,337,2.47E-09,2.01E-11
546,1,90,60,1,67,120,0.05,20,317,3,1,336,0,40.6875607,1.84480576,57.603,337,2.47E-09,6.97E-11
547,1,90,60,1,67,120,0.05,20,317,3,20,317,0,23.34725892,0.827065704,57.603,337,2.47E-09,6.96E-11
548,1,90,60,1,67,120,0.05,20,317,3,40,297,0,8.991894397,0.263142006,57.603,337,2.47E-09,6.79E-11
549,1,90,60,1,67,120,0.05,20,317,3,60,277,0,18.97412681,0.568523623,57.603,337,2.47E-09,6.19E-11
550,1,90,60,1,67,120,0.05,20,317,3,80,257,0,9.785805278,0.202036372,57.603,337,2.47E-09,4.71E-11
551,1,90,60,1,67,120,0.05,20,317,4,1,336,0,49.05274393,3.544630475,58.4851,337,2.47E-09,9.82E-11
552,1,90,60,1,67,120,0.05,20,317,4,20,317,0,31.52518502,1.726944279,58.4851,337,2.47E-09,9.82E-11
553,1,90,60,1,67,120,0.05,20,317,4,40,297,0,0,0,58.4851,337,2.47E-09,9.60E-11
554,1,90,60,1,67,120,0.05,20,317,4,60,277,0,18.81485497,0.805796158,58.4851,337,2.47E-09,8.99E-11
555,1,90,60,1,67,120,0.05,20,317,4,80,257,0,6.373635509,0.199838299,58.4851,337,2.47E-09,7.50E-11
556,1,90,60,1,67,120,0.05,40,297,2,1,336,0,0,0,56.7208,337,2.47E-09,3.17E-11
557,1,90,60,1,67,120,0.05,40,297,2,20,317,0,0,0,56.7208,337,2.47E-09,3.16E-11
558,1,90,60,1,67,120,0.05,40,297,2,40,297,0,0,0,56.7208,337,2.47E-09,3.00E-11
559,1,90,60,1,67,120,0.05,40,297,2,60,277,0,0,0,56.7208,337,2.47E-09,1.73E-11
560,1,90,60,1,67,120,0.05,40,297,2,80,257,0,0,0,56.7208,337,2.47E-09,5.81E-12
561,1,90,60,1,67,120,0.05,40,297,3,1,336,0,0,0,57.603,337,2.47E-09,5.87E-11
562,1,90,60,1,67,120,0.05,40,297,3,20,317,0,21.11553424,0.614427377,57.603,337,2.47E-09,5.85E-11
563,1,90,60,1,67,120,0.05,40,297,3,40,297,0,0,0,57.603,337,2.47E-09,5.66E-11
564,1,90,60,1,67,120,0.05,40,297,3,60,277,0,1.218900996,0.021414552,57.603,337,2.47E-09,4.37E-11
565,1,90,60,1,67,120,0.05,40,297,3,80,257,0,21.44376129,0.217888275,57.603,337,2.47E-09,2.00E-11
566,1,90,60,1,67,120,0.05,40,297,4,1,336,0,36.36010749,1.89747485,58.4851,337,2.47E-09,8.67E-11
567,1,90,60,1,67,120,0.05,40,297,4,20,317,0,33.69049794,1.687301025,58.4851,337,2.47E-09,8.65E-11
568,1,90,60,1,67,120,0.05,40,297,4,40,297,0,8.221314504,0.295380544,58.4851,337,2.47E-09,8.46E-11
569,1,90,60,1,67,120,0.05,40,297,4,60,277,0,14.45700084,0.471792147,58.4851,337,2.47E-09,7.14E-11
570,1,90,60,1,67,120,0.05,40,297,4,80,257,0,12.09526229,0.26064075,58.4851,337,2.47E-09,4.79E-11
571,1,90,60,1,67,120,0.05,60,277,2,1,336,0,0,0,56.7208,337,2.47E-09,2.41E-11
572,1,90,60,1,67,120,0.05,60,277,2,20,317,0,0,0,56.7208,337,2.47E-09,2.40E-11
573,1,90,60,1,67,120,0.05,60,277,2,40,297,0,0,0,56.7208,337,2.47E-09,2.35E-11
574,1,90,60,1,67,120,0.05,60,277,2,60,277,0,15.95881135,0.102515695,56.7208,337,2.47E-09,1.34E-11
575,1,90,60,1,67,120,0.05,60,277,2,80,257,0,0,0,56.7208,337,2.47E-09,2.53E-14
576,1,90,60,1,67,120,0.05,60,277,3,1,336,0,0,0,57.603,337,2.47E-09,5.10E-11
577,1,90,60,1,67,120,0.05,60,277,3,20,317,0,0,0,57.603,337,2.47E-09,5.10E-11
578,1,90,60,1,67,120,0.05,60,277,3,40,297,0,0,0,57.603,337,2.47E-09,5.05E-11
579,1,90,60,1,67,120,0.05,60,277,3,60,277,0,33.65313763,0.736254623,57.603,337,2.47E-09,3.67E-11
580,1,90,60,1,67,120,0.05,60,277,3,80,257,0,0,0,57.603,337,2.47E-09,2.53E-14
581,1,90,60,1,67,120,0.05,60,277,4,1,336,0,32.95112292,1.496753124,58.4851,337,2.47E-09,7.89E-11
582,1,90,60,1,67,120,0.05,60,277,4,20,317,0,19.24817042,0.730993429,58.4851,337,2.47E-09,7.89E-11
583,1,90,60,1,67,120,0.05,60,277,4,40,297,0,8.988716017,0.302103909,58.4851,337,2.47E-09,7.83E-11
584,1,90,60,1,67,120,0.05,60,277,4,60,277,0,28.9879813,0.994300169,58.4851,337,2.47E-09,6.24E-11
585,1,90,60,1,67,120,0.05,60,277,4,80,257,0,0,0,58.4851,337,2.47E-09,2.53E-14
586,1,90,60,1,67,120,0.05,80,257,2,1,336,0,0,0,56.7209,337,2.47E-09,2.41E-11
587,1,90,60,1,67,120,0.05,80,257,2,20,317,0,0,0,56.7209,337,2.47E-09,2.40E-11
588,1,90,60,1,67,120,0.05,80,257,2,40,297,0,0,0,56.7209,337,2.47E-09,2.35E-11
589,1,90,60,1,67,120,0.05,80,257,2,60,277,0,11.05928514,0.105698848,56.7209,337,2.47E-09,2.12E-11
590,1,90,60,1,67,120,0.05,80,257,2,80,257,0,0,0,56.7209,337,2.47E-09,2.53E-14
591,1,90,60,1,67,120,0.05,80,257,3,1,336,0,5.150780322,0.109658271,57.603,337,2.47E-09,5.10E-11
592,1,90,60,1,67,120,0.05,80,257,3,20,317,0,0,0,57.603,337,2.47E-09,5.10E-11
593,1,90,60,1,67,120,0.05,80,257,3,40,297,0,0,0,57.603,337,2.47E-09,5.05E-11
594,1,90,60,1,67,120,0.05,80,257,3,60,277,0,24.28119375,0.607913202,57.603,337,2.47E-09,4.81E-11
595,1,90,60,1,67,120,0.05,80,257,3,80,257,0,14.90553939,0.107060314,57.603,337,2.47E-09,1.52E-11
596,1,90,60,1,67,120,0.05,80,257,4,1,336,0,33.66131036,1.544629962,58.4851,337,2.47E-09,7.89E-11
597,1,90,60,1,67,120,0.05,80,257,4,20,317,0,19.75002967,0.754564082,58.4851,337,2.47E-09,7.89E-11
598,1,90,60,1,67,120,0.05,80,257,4,40,297,0,9.253742036,0.311888932,58.4851,337,2.47E-09,7.83E-11
599,1,90,60,1,67,120,0.05,80,257,4,60,277,0,21.12678123,0.790223636,58.4851,337,2.47E-09,7.58E-11
600,1,90,60,1,67,120,0.05,80,257,4,80,257,0,6.463143538,0.106190261,58.4851,337,2.47E-09,3.87E-11
601,1,90,60,1,67,120,0.1,1,336,2,1,336,81.24423631,95.31384385,82.2303778,56.6767,337,2.47E-09,4.66E-11
602,1,90,60,1,67,120,0.1,1,336,2,20,317,81.24423631,95.77551442,82.36310075,56.6767,337,2.47E-09,4.65E-11
603,1,90,60,1,67,120,0.1,1,336,2,40,297,81.24423631,95.88983493,82.38471335,56.6767,337,2.47E-09,4.58E-11
604,1,90,60,1,67,120,0.1,1,336,2,60,277,81.24423631,96.6807444,82.61864658,56.6767,337,2.47E-09,4.28E-11
605,1,90,60,1,67,120,0.1,1,336,2,80,257,81.24423631,93.53398526,81.71336076,56.6767,337,2.47E-09,3.38E-11
606,1,90,60,1,67,120,0.1,1,336,3,1,336,81.24423631,96.60637843,83.43171505,57.5589,337,2.47E-09,7.43E-11
607,1,90,60,1,67,120,0.1,1,336,3,20,317,81.24423631,96.18005004,83.1601169,57.5589,337,2.47E-09,7.41E-11
608,1,90,60,1,67,120,0.1,1,336,3,40,297,81.24423631,97.59573197,84.30839378,57.5589,337,2.47E-09,7.31E-11
609,1,90,60,1,67,120,0.1,1,336,3,60,277,81.24423631,97.66602478,84.28551346,57.5589,337,2.47E-09,7.00E-11
610,1,90,60,1,67,120,0.1,1,336,3,80,257,81.24423631,97.11514678,83.43991299,57.5589,337,2.47E-09,6.11E-11
611,1,90,60,1,67,120,0.1,1,336,4,1,336,81.24423631,96.75091511,84.24865075,58.441,337,2.47E-09,1.03E-10
612,1,90,60,1,67,120,0.1,1,336,4,20,317,81.24423631,96.95871659,84.44815063,58.441,337,2.47E-09,1.03E-10
613,1,90,60,1,67,120,0.1,1,336,4,40,297,81.24423631,97.41714404,84.95417871,58.441,337,2.47E-09,1.01E-10
614,1,90,60,1,67,120,0.1,1,336,4,60,277,81.24423631,98.04672769,85.87549688,58.441,337,2.47E-09,9.80E-11
615,1,90,60,1,67,120,0.1,1,336,4,80,257,81.24423631,97.82244902,85.16540138,58.441,337,2.47E-09,8.90E-11
616,1,90,60,1,67,120,0.1,20,317,2,1,336,81.23612931,95.41101793,82.18112192,56.6767,337,2.47E-09,4.32E-11
617,1,90,60,1,67,120,0.1,20,317,2,20,317,81.23612931,95.596359,82.23049497,56.6767,337,2.47E-09,4.32E-11
618,1,90,60,1,67,120,0.1,20,317,2,40,297,81.23612931,95.56702942,82.20369406,56.6767,337,2.47E-09,4.23E-11
619,1,90,60,1,67,120,0.1,20,317,2,60,277,81.23612931,96.09561276,82.27678922,56.6767,337,2.47E-09,3.88E-11
620,1,90,60,1,67,120,0.1,20,317,2,80,257,81.23612931,90.52078418,81.44830672,56.6767,337,2.47E-09,2.92E-11
621,1,90,60,1,67,120,0.1,20,317,3,1,336,81.23612931,96.40919715,83.21155574,57.5589,337,2.47E-09,7.09E-11
622,1,90,60,1,67,120,0.1,20,317,3,20,317,81.23612931,95.74878348,82.86515759,57.5589,337,2.47E-09,7.09E-11
623,1,90,60,1,67,120,0.1,20,317,3,40,297,81.23612931,97.53935222,84.11583361,57.5589,337,2.47E-09,6.96E-11
624,1,90,60,1,67,120,0.1,20,317,3,60,277,81.23612931,97.60268613,84.06028395,57.5589,337,2.47E-09,6.59E-11
625,1,90,60,1,67,120,0.1,20,317,3,80,257,81.23612924,97.10994925,83.28515678,57.5589,337,2.47E-09,5.65E-11
626,1,90,60,1,67,120,0.1,20,317,4,1,336,81.23612931,96.72947016,84.13997012,58.441,337,2.47E-09,9.95E-11
627,1,90,60,1,67,120,0.1,20,317,4,20,317,81.23612931,96.92965355,84.33228627,58.441,337,2.47E-09,9.95E-11
628,1,90,60,1,67,120,0.1,20,317,4,40,297,81.23612931,97.37304457,84.79110072,58.441,337,2.47E-09,9.79E-11
629,1,90,60,1,67,120,0.1,20,317,4,60,277,81.23612931,97.97263259,85.58864313,58.441,337,2.47E-09,9.39E-11
630,1,90,60,1,67,120,0.1,20,317,4,80,257,81.23612924,97.82244881,85.00305355,58.441,337,2.47E-09,8.44E-11
631,1,90,60,1,67,120,0.1,40,297,2,1,336,81.18548704,93.49279499,81.63588314,56.6767,337,2.47E-09,3.25E-11
632,1,90,60,1,67,120,0.1,40,297,2,20,317,81.18548704,94.8096428,81.80294722,56.6767,337,2.47E-09,3.24E-11
633,1,90,60,1,67,120,0.1,40,297,2,40,297,81.18548704,92.84756809,81.56113057,56.6767,337,2.47E-09,3.13E-11
634,1,90,60,1,67,120,0.1,40,297,2,60,277,81.18548704,94.78771003,81.62762534,56.6767,337,2.47E-09,2.30E-11
635,1,90,60,1,67,120,0.1,40,297,2,80,257,81.18548704,84.34198585,81.19965447,56.6767,337,2.47E-09,9.28E-12
636,1,90,60,1,67,120,0.1,40,297,3,1,336,81.18548704,96.86121135,83.16606999,57.5589,337,2.47E-09,5.97E-11
637,1,90,60,1,67,120,0.1,40,297,3,20,317,81.18548704,96.66472222,83.03656883,57.5589,337,2.47E-09,5.96E-11
638,1,90,60,1,67,120,0.1,40,297,3,40,297,81.18548704,95.60485323,82.50729969,57.5589,337,2.47E-09,5.83E-11
639,1,90,60,1,67,120,0.1,40,297,3,60,277,81.18548704,96.26776025,82.57693506,57.5589,337,2.47E-09,4.99E-11
640,1,90,60,1,67,120,0.1,40,297,3,80,257,81.18548704,89.97344993,81.42153966,57.5589,337,2.47E-09,3.64E-11
641,1,90,60,1,67,120,0.1,40,297,4,1,336,81.18548704,95.87507551,83.23414189,58.441,337,2.47E-09,8.79E-11
642,1,90,60,1,67,120,0.1,40,297,4,20,317,81.18548704,95.76806576,83.17207207,58.441,337,2.47E-09,8.78E-11
643,1,90,60,1,67,120,0.1,40,297,4,40,297,81.18548704,97.73575239,84.91406541,58.441,337,2.47E-09,8.66E-11
644,1,90,60,1,67,120,0.1,40,297,4,60,277,81.18548704,97.81334954,84.7252999,58.441,337,2.47E-09,7.78E-11
645,1,90,60,1,67,120,0.1,40,297,4,80,257,81.18548704,96.9426637,83.35785409,58.441,337,2.47E-09,6.43E-11
646,1,90,60,1,67,120,0.1,60,277,2,1,336,80.96156367,90.20202161,81.13312805,56.6767,337,2.47E-09,2.41E-11
647,1,90,60,1,67,120,0.1,60,277,2,20,317,80.96156367,94.8956602,81.44864417,56.6767,337,2.47E-09,2.40E-11
648,1,90,60,1,67,120,0.1,60,277,2,40,297,80.96156367,96.00403521,81.61365262,56.6767,337,2.47E-09,2.35E-11
649,1,90,60,1,67,120,0.1,60,277,2,60,277,80.96156367,95.60939443,81.31136599,56.6767,337,2.47E-09,1.40E-11
650,1,90,60,1,67,120,0.1,60,277,2,80,257,80.96156367,0,80.9614059,56.6767,337,2.47E-09,2.53E-14
651,1,90,60,1,67,120,0.1,60,277,3,1,336,80.96156367,95.49159588,82.12607143,57.5589,337,2.47E-09,5.10E-11
652,1,90,60,1,67,120,0.1,60,277,3,20,317,80.96156367,96.51988671,82.53754176,57.5589,337,2.47E-09,5.10E-11
653,1,90,60,1,67,120,0.1,60,277,3,40,297,80.96156367,96.6233886,82.5769122,57.5589,337,2.47E-09,5.05E-11
654,1,90,60,1,67,120,0.1,60,277,3,60,277,80.96156367,92.81599251,81.4210596,57.5589,337,2.47E-09,3.76E-11
655,1,90,60,1,67,120,0.1,60,277,3,80,257,80.96156364,0,80.96140587,57.5589,337,2.47E-09,2.53E-14
656,1,90,60,1,67,120,0.1,60,277,4,1,336,80.96156367,95.97808724,82.93191011,58.441,337,2.47E-09,7.89E-11
657,1,90,60,1,67,120,0.1,60,277,4,20,317,80.96156367,96.01714494,82.95237302,58.441,337,2.47E-09,7.89E-11
658,1,90,60,1,67,120,0.1,60,277,4,40,297,80.96156367,96.90663999,83.56131155,58.441,337,2.47E-09,7.83E-11
659,1,90,60,1,67,120,0.1,60,277,4,60,277,80.96156367,96.61325532,82.94339098,58.441,337,2.47E-09,6.38E-11
660,1,90,60,1,67,120,0.1,60,277,4,80,257,80.96156364,11.91718,80.89903192,58.441,337,2.47E-09,1.04E-11
661,1,90,60,1,67,120,0.1,80,257,2,1,336,80.89346716,88.71034445,81.02017834,56.6767,337,2.47E-09,2.41E-11
662,1,90,60,1,67,120,0.1,80,257,2,20,317,80.89346716,93.64751824,81.25543169,56.6767,337,2.47E-09,2.40E-11
663,1,90,60,1,67,120,0.1,80,257,2,40,297,80.89346716,96.13032563,81.57690259,56.6767,337,2.47E-09,2.35E-11
664,1,90,60,1,67,120,0.1,80,257,2,60,277,80.89346716,95.92217982,81.47445598,56.6767,337,2.47E-09,2.12E-11
665,1,90,60,1,67,120,0.1,80,257,2,80,257,80.89346716,0,80.89330895,56.6767,337,2.47E-09,2.53E-14
666,1,90,60,1,67,120,0.1,80,257,3,1,336,80.89346716,95.33958236,82.02012376,57.5589,337,2.47E-09,5.10E-11
667,1,90,60,1,67,120,0.1,80,257,3,20,317,80.89346716,96.47881709,82.46064069,57.5589,337,2.47E-09,5.10E-11
668,1,90,60,1,67,120,0.1,80,257,3,40,297,80.89346716,96.70030391,82.56309704,57.5589,337,2.47E-09,5.05E-11
669,1,90,60,1,67,120,0.1,80,257,3,60,277,80.89346716,88.65503817,81.13957282,57.5589,337,2.47E-09,4.81E-11
670,1,90,60,1,67,120,0.1,80,257,3,80,257,80.89346716,32.88318143,80.80355542,57.5589,337,2.47E-09,1.63E-11
671,1,90,60,1,67,120,0.1,80,257,4,1,336,80.89346716,95.79089975,82.77808977,58.441,337,2.47E-09,7.89E-11
672,1,90,60,1,67,120,0.1,80,257,4,20,317,80.89346716,95.71962685,82.7403592,58.441,337,2.47E-09,7.89E-11
673,1,90,60,1,67,120,0.1,80,257,4,40,297,80.89346716,96.60984056,83.27264747,58.441,337,2.47E-09,7.83E-11
674,1,90,60,1,67,120,0.1,80,257,4,60,277,80.89346716,97.17879696,83.69268363,58.441,337,2.47E-09,7.58E-11
675,1,90,60,1,67,120,0.1,80,257,4,80,257,80.89346716,34.02316524,80.67665066,58.441,337,2.47E-09,3.97E-11
676,1,90,60,1,67,120,0.2,1,336,2,1,336,88.53242706,96.5687345,88.99222602,56.5885,337,2.47E-09,4.49E-11
677,1,90,60,1,67,120,0.2,1,336,2,20,317,88.53242706,96.57183512,88.99190026,56.5885,337,2.47E-09,4.48E-11
678,1,90,60,1,67,120,0.2,1,336,2,40,297,88.53242706,96.57196059,88.98633091,56.5885,337,2.47E-09,4.43E-11
679,1,90,60,1,67,120,0.2,1,336,2,60,277,88.53242706,96.57098839,88.96187364,56.5885,337,2.47E-09,4.18E-11
680,1,90,60,1,67,120,0.2,1,336,2,80,257,88.53242706,96.580471,88.88684911,56.5885,337,2.47E-09,3.40E-11
681,1,90,60,1,67,120,0.2,1,336,3,1,336,88.53242706,96.5704151,89.25084078,57.4706,337,2.47E-09,7.26E-11
682,1,90,60,1,67,120,0.2,1,336,3,20,317,88.53242706,96.57046194,89.24942722,57.4706,337,2.47E-09,7.25E-11
683,1,90,60,1,67,120,0.2,1,336,3,40,297,88.53242706,96.57138902,89.24193574,57.4706,337,2.47E-09,7.16E-11
684,1,90,60,1,67,120,0.2,1,336,3,60,277,88.53242706,96.57123185,89.21771014,57.4706,337,2.47E-09,6.89E-11
685,1,90,60,1,67,120,0.2,1,336,3,80,257,88.53242706,96.5815369,89.14908786,57.4706,337,2.47E-09,6.12E-11
686,1,90,60,1,67,120,0.2,1,336,4,1,336,88.53242706,96.57233815,89.50045251,58.3527,337,2.47E-09,1.01E-10
687,1,90,60,1,67,120,0.2,1,336,4,20,317,88.53242706,96.57120085,89.49811881,58.3527,337,2.47E-09,1.01E-10
688,1,90,60,1,67,120,0.2,1,336,4,40,297,88.53242706,96.57185777,89.48892003,58.3527,337,2.47E-09,9.99E-11
689,1,90,60,1,67,120,0.2,1,336,4,60,277,88.53242706,96.56698381,89.46279808,58.3527,337,2.47E-09,9.70E-11
690,1,90,60,1,67,120,0.2,1,336,4,80,257,88.53242706,96.5876976,89.40151937,58.3527,337,2.47E-09,8.90E-11
691,1,90,60,1,67,120,0.2,20,317,2,1,336,88.53242706,96.57096923,88.97362949,56.5885,337,2.47E-09,4.30E-11
692,1,90,60,1,67,120,0.2,20,317,2,20,317,88.53242706,96.57095951,88.97360582,56.5885,337,2.47E-09,4.30E-11
693,1,90,60,1,67,120,0.2,20,317,2,40,297,88.53242706,96.57106617,88.96750232,56.5885,337,2.47E-09,4.23E-11
